ticker,trade_date,action,trend_judgment,report_action,report_trend_judgment,decision_source,scenario_type,primary_driver,trend_integrity,risk_state,reference_price,reference_price_text,entry_style,entry_zone_low,entry_zone_high,invalidation_price,invalidation_texts,report_path,direction_bias,catalyst_state,extension_state,entry_posture
AAOI,2026-03-02,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,催化后高波动整理型,多因素混合主导,完整,高,84.23,84.23美元,等待价格回调至10日EMA（约65美元）附近企稳，或更深回调至跳空缺口上沿与前期平台（53-56美元）区域，伴随成交量显著萎缩和RSI从超买区回落至70以下后，可分批参与。,53.0,56.0,42.82,['1）价格跌破50日SMA（当前42.82美元动态上移）且无法快速收复；2）价格有效跌破2月27日跳空缺口下沿（53.69美元），表明突破缺口被回补，上涨动能衰竭；3）未来1-2周出现新的公司负面新闻（如订单取消、核心客户流失）或宏观危机升级导致系统性抛售。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\AAOI\0424-2213-AAOI\reports\2026-0302-AAOI\2_decision\summary.md,看多,支撑中,过热,等待回调
AAOI,2026-03-03,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,催化后高波动整理型,公司催化主导,完整,中,102.51,102.51美元,等待价格回调至56-70美元区间（前期平台56.27-58.12美元与10日EMA 70.88美元之间），并出现RSI回落至50-60区间、成交量温和收敛、价格企稳止跌信号后分批参与。,56.0,70.0,44.0,['价格放量跌破44美元（50日SMA）且无法快速收回，则中期趋势结构可能破坏，需退出多头思路；若价格在56-70美元区间反弹无力或持续阴跌，也应暂时离场观察。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\AAOI\0424-2213-AAOI\reports\2026-0303-AAOI\2_decision\summary.md,看多,消化中,过热,等待回调
AAOI,2026-03-04,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,催化后高波动整理型,公司催化主导,完整,高,95.34,95.34美元,回调至84.2美元（2月27日跳空收盘价）附近出现企稳信号（如日线收阳、成交量萎缩、RSI回落至60以下）后分批参与；或等待更深度回调至76.1美元（10日EMA动态支撑）与56.3-58.1美元（中期平台支撑）区间阶梯式低吸。,56.3,58.1,84.2,['价格放量跌破84.2美元支撑后无法在3日内收回，或进一步跌破2月27日跳空缺口下沿65.57美元；50日SMA（45.6美元）被明确跌破且无法快速修复；单周出现连续放量下跌且收盘价低于76美元。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\AAOI\0424-2213-AAOI\reports\2026-0304-AAOI\2_decision\summary.md,看多,消化中,过热,等待回调
AAOI,2026-03-05,hold,震荡等待确认,建议卖出,风险主导,rule_based,催化后高波动整理型,公司催化主导,完整,高,99.71,99.71美元,当前无新买入计划。对于现有持仓，建议在价格反弹至104-110美元区间分批减仓，或设置动态止损于92.22美元下方。,104.0,110.0,65.0,['若价格连续两日放量站稳110美元以上，需重新评估趋势延续性；若日线收盘跌破65美元（2月27日启动缺口下限），则中期上涨结构被证伪。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\AAOI\0424-2213-AAOI\reports\2026-0305-AAOI\2_decision\summary.md,中性,消化中,过热,暂不参与
AAOI,2026-03-06,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,公司催化主导,完整,中,101.14,101.14 美元,回调至92.00-93.80美元（近期震荡区间下沿）区域企稳后分批参与；若回调更深，可在83.00-85.00美元（10日EMA与巨量阳线突破缺口重合区域）加仓介入。,92.0,93.8,83.0,['日线收盘价有效跌破83.00美元，则短期强势结构破坏，应止损离场；若价格反弹无法站稳102.50美元（近期阻力）并随后回落跌破92美元，也应视为参与条件失效。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\AAOI\0424-2213-AAOI\reports\2026-0306-AAOI\2_decision\summary.md,看多,支撑中,延展,等待回调
AAOI,2026-03-09,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,催化后高波动整理型,公司催化主导,完整,中,95.58,95.58美元,等待股价回调至80-85美元区域并出现缩量企稳信号（如小阳线或锤头线）后，分批介入；或等待股价放量突破并站稳110美元阻力后右侧追入。,80.0,85.0,80.0,['若股价放量跌破80美元关键支撑区且无法在2-3个交易日内快速收回，则趋势完整性受损，应止损离场；若随后进一步跌破50日SMA（约49.52美元），则完全转为风险主导，应彻底清仓。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\AAOI\0424-2213-AAOI\reports\2026-0309-AAOI\2_decision\summary.md,看多,消化中,延展,等待回调
AAOI,2026-03-10,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,公司催化主导,完整,中,110.62,110.62美元,等待回调至84-95美元支撑区间，重点关注95美元（近期震荡区间下沿）和84美元（突破起涨点）附近，待出现企稳或缩量止跌信号后分批参与。,84.0,95.0,84.0,['日线收盘价有效跌破84美元关键支撑位，且MACD出现高位死叉；或后续订单执行出现重大负面新闻，破坏基本面增长叙事。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\AAOI\0424-2213-AAOI\reports\2026-0310-AAOI\2_decision\summary.md,看多,支撑中,过热,等待回调
AAOI,2026-03-11,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,公司催化主导,完整,中,120.49,120.49 美元,回调至95-105美元区间（3月6日低点95.58、10日EMA约100美元、2月27日巨量收盘价84美元之上形成的多重支撑带），待出现缩量止跌或企稳信号后分批轻仓介入。,95.0,105.0,95.0,['1) 价格放量跌破95美元关键支撑且3个交易日内无法收复；2) 10日EMA拐头向下；3) RSI下穿80后持续走弱且无法重回50以上，显示趋势动能衰竭。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\AAOI\0424-2213-AAOI\reports\2026-0311-AAOI\2_decision\summary.md,看多,支撑中,过热,等待回调
AAOI,2026-03-12,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,公司催化主导,完整,中,127.01,127.01美元,第一建仓区间为110-112美元（近期突破位/3月9日高点与3月10日低点区域）；若回调加深，第二建仓区间为95-99美元（跳空缺口上沿与整数关口）。建议分批轻仓，首仓不超过计划仓位的一半。,110.0,112.0,95.0,['价格收盘跌破95美元（强支撑区下沿），且10日EMA被有效跌破并拐头向下，此时应视为趋势结构破坏，退出多头等待。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\AAOI\0424-2213-AAOI\reports\2026-0312-AAOI\2_decision\summary.md,看多,支撑中,过热,等待回调
AAOI,2026-03-13,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,多因素混合主导,完整,中,106.19,106.19 美元,等待价格回调至80.00-95.00美元区间，出现企稳信号（如缩量小K线、RSI在50附近获得支撑）后分批参与。若价格强势突破128.96美元历史高点并放量站稳，则可考虑追涨参与。,80.0,95.0,55.51,['价格有效跌破50日SMA（当前55.51美元，且持续上行）无法快速收回，意味着中期上升趋势破坏；或公司ATM融资执行节奏超预期加速，对EPS稀释幅度超出市场可接受范围。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\AAOI\0424-2213-AAOI\reports\2026-0313-AAOI\2_decision\summary.md,看多,消化中,延展,等待回调
AAOI,2026-03-16,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,多因素混合主导,完整,高,96.81,96.81美元,等待股价回调至82.00-85.00美元区间（布林中轨及前突破平台），出现缩量企稳或长下影线信号后分批轻仓介入。,82.0,85.0,80.0,['1）收盘价有效跌破80.00美元（关键支撑区下沿，趋势可能中断）；2）反弹至110-120美元阻力区后再次放量跌破94美元（反弹失败，转为震荡等待）；3）MACD在零轴上方形成死叉且RSI持续低于50（动量进一步转弱）。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\AAOI\0424-2213-AAOI\reports\2026-0316-AAOI\2_decision\summary.md,看多,支撑中,延展,等待回调
AAOI,2026-03-17,buy_on_pullback,趋势延续,保持观望,震荡等待确认,rule_based,催化后高波动整理型,催化消化主导,边际走弱,中,94.07,94.07美元,当前不急于参与。未来转多需要：价格在84-86美元支撑区域出现缩量企稳信号，且公司发布订单或财报等催化重新激活多头叙事。,84.0,86.0,84.0,['若价格有效跌破84美元关键支撑平台，则中期趋势结构可能转向风险主导，届时应暂时规避。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\AAOI\0424-2213-AAOI\reports\2026-0317-AAOI\2_decision\summary.md,中性,消化中,正常,等待确认
AAOI,2026-03-18,sell,风险主导,建议卖出,风险主导,rule_based,催化后高波动整理型,多因素混合主导,边际走弱,高,86.33,86.33美元,,,,96.15,['1) 股价放量收复并站稳10日EMA（96.15美元），且MACD重新拐头向上；2) 公司宣布暂停或缩减ATM发行计划。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\AAOI\0424-2213-AAOI\reports\2026-0318-AAOI\2_decision\summary.md,看空,消化中,延展,暂不参与
AAOI,2026-03-19,buy_on_pullback,趋势延续,保持观望,震荡等待确认,rule_based,催化后高波动整理型,多因素混合主导,边际走弱,高,92.63,92.63美元,保持观望。若价格回调至50日均线（约60.04美元）附近且出现明确缩量企稳信号，或放量突破前期阻力区110-115美元并伴随订单等基本面催化确认，再考虑转为偏多参与。,110.0,115.0,60.04,['1）日收盘价有效跌破50日均线（60.04美元）——中期上升趋势破坏；2）收入增速在下一季度出现明显放缓或毛利率恶化——增长叙事被证伪；3）宏观风险持续升级导致成长板块系统性下跌，个股无法维持独立性。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\AAOI\0424-2213-AAOI\reports\2026-0319-AAOI\2_decision\summary.md,中性,消化中,延展,等待确认
AAOI,2026-03-20,buy_on_pullback,趋势延续,保持观望,震荡等待确认,rule_based,催化后高波动整理型,催化消化主导,完整,中,101.92,101.92美元,不适用。当前保持观望，等待价格回踩92-95美元支撑区并出现缩量企稳信号，或后续MACD零轴上方重新金叉且成交量放大时，再评估是否转为参与。,92.0,95.0,85.0,['1) 放量跌破85美元前低支撑；2) ATM增发公告后股价连续3日无法站稳100美元上方；3) 美伊局势显著恶化导致科技股系统性抛售。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\AAOI\0424-2213-AAOI\reports\2026-0320-AAOI\2_decision\summary.md,中性,消化中,延展,等待确认
AAOI,2026-03-23,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,多因素混合主导,完整,中,87.54,87.54 美元,回调至84.00-88.00美元区间且出现日线级别企稳信号（如锤子线、看涨吞没）后分批参与；或放量突破并站稳95.50美元（10日EMA与短期阻力汇聚区）后参与。,84.0,88.0,83.5,['日线收盘价有效跌破83.50美元；反弹至95.50美元附近后放量回落且无法站稳；MACD柱状线转负或RSI跌破50。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\AAOI\0424-2213-AAOI\reports\2026-0323-AAOI\2_decision\summary.md,看多,支撑中,延展,等待回调
AAOI,2026-03-24,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,催化后高波动整理型,公司催化主导,完整,中,95.76,95.76美元,等待价格回调至84.60-88美元支撑区域出现企稳信号（如日线pin bar、晨星形态、成交量萎缩后放大）后，以86.50美元附近分批轻仓介入。若价格进一步回踩至63-70美元区域（接近50日SMA和布林带下轨），将是更具吸引力的二次介入点，可在65美元附近加大仓位，但需等待日线级别反转确认。,84.6,88.0,84.6,['1）日线收盘价有效跌破84.60美元支撑位；2）价格进一步跌穿快速上行的50日SMA（63.89美元）且无法快速收回；3）成交额持续萎缩且价格低于50日SMA超过5%；4）下一份财报营收增速低于50%或亏损显著扩大，证伪高增长逻辑。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\AAOI\0424-2213-AAOI\reports\2026-0324-AAOI\2_decision\summary.md,看多,消化中,延展,等待回调
AAOI,2026-03-25,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,公司催化主导,完整,中,113.9,113.90美元,回调至99.00-101.67美元区域（10EMA与布林带中轨交汇区），出现缩量企稳或小级别反转信号后分批轻仓介入。,99.0,101.67,86.33,['1）价格周线收盘跌破86.33美元（近期双底支撑）；2）价格反弹再度跌破99美元并持续走弱；3）公司发布订单取消或营收指引下修公告。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\AAOI\0424-2213-AAOI\reports\2026-0325-AAOI\2_decision\summary.md,看多,消化中,延展,等待回调
AAOI,2026-03-26,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,催化后高波动整理型,多因素混合主导,完整,中,114.41,114.41 美元,等待价格回调至96-102美元区间，优先观察日线在100美元附近是否出现缩量止跌K线或放量反弹信号，方可分批建仓。若价格直接放量突破127.01美元前高，则改为突破追入。,96.0,102.0,86.33,['日线收盘价有效跌破86.33美元（3月17日低点），视为上涨趋势深度调整或转势信号，应立即止损。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\AAOI\0424-2213-AAOI\reports\2026-0326-AAOI\2_decision\summary.md,看多,支撑中,延展,等待回调
AAOI,2026-03-27,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,多因素混合主导,完整,中,97.42,97.42美元,等待回调至92.00-95.00美元支撑区间，观察企稳信号（如长下影线、阳线吞噬）后分批轻仓介入。,92.0,95.0,84.6,['收盘价有效跌破84.60美元关键支撑位（3月20日暴跌低点），则上涨趋势阶段性结束，应止损离场。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\AAOI\0424-2213-AAOI\reports\2026-0327-AAOI\2_decision\summary.md,看多,支撑中,正常,等待回调
AAOI,2026-03-30,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,多因素混合主导,完整,中,98.21,98.21美元,等待价格回调至92-87美元支撑区域，观察到缩量止跌、RSI企稳或出现看涨K线组合（如锤子线、早晨之星）后，可分批轻仓介入；若价格放量突破并站稳114美元阻力，也可视为趋势延续的确认信号后参与。,87.0,92.0,86.33,['1）价格放量跌破86.33美元（前低）且连续三日无法收回，则双顶形态成立，信号转为偏空；2）未来1-2周内若出现公司订单取消、客户流失或财报指引显著低于预期等基本面恶化信号；3）宏观地缘冲突急剧升级，导致科技股持续系统性抛售，AAOI跟随破位。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\AAOI\0424-2213-AAOI\reports\2026-0330-AAOI\2_decision\summary.md,看多,支撑中,延展,等待回调
AAOI,2026-03-31,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,多因素混合主导,完整,中,85.19,85.19美元,回调至76.80-81.90美元区域，待日线出现企稳K线信号（如锤头线、放量阳线）后分批轻仓介入。,76.8,81.9,69.0,['日线收盘价有效跌破69.00美元（50日SMA）。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\AAOI\0424-2213-AAOI\reports\2026-0331-AAOI\2_decision\summary.md,看多,支撑中,延展,等待回调
AAOI,2026-04-01,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,多因素混合主导,完整,中,84.59,84.59美元,等待价格回调至78.57-81.91美元（近期低点支撑区）或70.90-75.37美元（50日SMA与布林带下轨区域），并出现日线级别的企稳K线信号（如锤头线、晨星形态）后，分批轻仓介入。,78.57,81.91,70.9,['日线收盘价有效跌破70.90美元（50日SMA），则中期趋势转弱，上涨结构面临破坏风险，应止损离场。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\AAOI\0424-2213-AAOI\reports\2026-0401-AAOI\2_decision\summary.md,看多,消化中,延展,等待回调
AAOI,2026-04-02,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,多因素混合主导,完整,中,86.35,86.35美元,回调至84.50-86.00美元区间，出现日线级别止跌K线（如阳线收于85.50美元以上、成交量缩量企稳）后分批轻仓入场。,84.5,86.0,78.5,['日线收盘价有效跌破78.50美元（3月31日低点），则短期下降结构强化，应止损离场；若跌破50日SMA（72.21美元），中期上涨趋势受威胁，不再参与多头。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\AAOI\0424-2213-AAOI\reports\2026-0402-AAOI\2_decision\summary.md,看多,支撑中,正常,等待回调
AAOI,2026-04-06,buy_on_pullback,趋势延续,择机买入,趋势延续,rule_based,公司催化趋势型,公司催化主导,完整,中,103.91,103.91美元,等待回调至92-96美元支撑区间，并出现缩量企稳或止跌K线形态后，分批轻仓介入首笔仓位。,92.0,96.0,75.9,['1）股价收盘有效跌破75.90美元（布林带下轨），短期结构转弱；2）收盘跌破73.59美元（50日SMA），中期趋势面临破坏，上涨逻辑需重新评估。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\AAOI\0424-2213-AAOI\reports\2026-0406-AAOI\2_decision\summary.md,看多,支撑中,延展,等待回调
AAOI,2026-04-07,buy_on_pullback,趋势延续,保持观望,震荡等待确认,rule_based,催化后高波动整理型,多因素混合主导,完整,高,107.45,107.45美元,暂不提供买入计划。未来若价格有效回调至92.60-95.50支撑区间并出现企稳信号，或放量突破117.23阻力位后回踩确认，可重新评估多头参与条件。,92.6,95.5,75.23,['收盘价有效跌破75.23美元（50日SMA），中期上升趋势破坏；或财报营收增速显著低于预期，增长叙事被证伪。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round29\reports\AAOI\0424-2213-AAOI\reports\2026-0407-AAOI\2_decision\summary.md,中性,消化中,延展,等待回调
